Age,Workclass,fnlwgt,Education,education-num,Marital-status,Marital-Status Index,Occupation,relationship,race,sex,captial gain,capital loss,hours per week,Native-country,Salary range,Salary
30, Private,205407, HS-grad,9, Never-married,1, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K,17206
28, Private,375313, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K,28047
36, Federal-gov,930948, Some-college,10, Separated,5, Adm-clerical, Unmarried, Black, Female,6497,0,56, United-States, <=50K,17009
32, Private,127895, Some-college,10, Never-married,1, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, <=50K,12577
34, Private,248754, 11th,7, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,16774
34, Private,188096, HS-grad,9, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K,10828
20, Private,216811, Some-college,10, Never-married,1, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,28723
27, Self-emp-inc,113870, Masters,14, Never-married,1, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K,48994
36, Federal-gov,343052, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K,27965
35, Private,280966, Some-college,10, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, <=50K,48543
37, Private,42044, HS-grad,9, Divorced,3, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K,37740
32, Private,309513, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K,42022
32, Private,163604, Masters,14, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K,13349
52, Private,224198, HS-grad,9, Divorced,3, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K,20276
50, Private,338283, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,178006
23, Private,242375, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K,14304
25, Private,81286, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K,39824
21, Private,243368, Preschool,1, Never-married,1, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico, <=50K,14884
31, Private,217803, HS-grad,9, Divorced,3, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K,20291
31, Self-emp-not-inc,323020, Some-college,10, Married-civ-spouse,2, Other-service, Wife, White, Female,0,0,30, United-States, <=50K,26559
41, Private,34278, Assoc-voc,11, Separated,5, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,10112
47, Private,184579, Some-college,10, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K,18260
20, ?,210781, Some-college,10, Never-married,1, ?, Own-child, White, Female,0,0,10, United-States, <=50K,29585
20, Private,142673, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K,30427
29, Private,131714, 10th,6, Divorced,3, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, United-States, <=50K,47522
51, Local-gov,74784, Some-college,10, Widowed,7, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,29969
30, Local-gov,181372, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,0,33, United-States, >50K,224603
23, ?,62507, Some-college,10, Never-married,1, ?, Not-in-family, White, Female,0,0,12, United-States, <=50K,20628
48, Private,155664, Bachelors,13, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,35, United-States, >50K,181242
39, Private,174924, HS-grad,9, Separated,5, Exec-managerial, Not-in-family, White, Male,14344,0,40, United-States, >50K,267258
62, Private,113440, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,35, United-States, <=50K,24604
22, Private,147227, Bachelors,13, Never-married,1, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K,10924
46, Federal-gov,207022, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K,54249
51, Local-gov,123011, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,1977,35, United-States, >50K,103402
20, Private,184678, HS-grad,9, Never-married,1, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K,24022
40, Self-emp-inc,182437, Assoc-acdm,12, Married-civ-spouse,2, Sales, Husband, White, Male,15024,0,50, United-States, >50K,228465
31, Private,98639, Bachelors,13, Never-married,1, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K,22921
30, Private,174201, Some-college,10, Never-married,1, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,23530
52, Private,123780, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K,45504
20, Private,374116, HS-grad,9, Never-married,1, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K,29595
37, Local-gov,212005, Assoc-voc,11, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,290432
65, Private,123965, Bachelors,13, Widowed,7, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,29999
40, Private,242619, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Male,4650,0,40, United-States, <=50K,40099
60, Local-gov,138502, Bachelors,13, Married-civ-spouse,2, Protective-serv, Husband, White, Male,7298,0,48, United-States, >50K,101620
27, Private,113635, HS-grad,9, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,35, Ireland, <=50K,36066
62, Private,664366, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,60, United-States, >50K,134740
53, Private,218311, HS-grad,9, Divorced,3, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K,45224
38, Private,278557, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, >50K,164883
49, Private,314773, Assoc-voc,11, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,10615
21, Private,194861, HS-grad,9, Never-married,1, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K,40736
18, Private,400616, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,31424
25, Private,208117, Bachelors,13, Never-married,1, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K,40940
36, Private,184498, 11th,7, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,31565
52, Private,117674, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K,73048
19, Private,162621, Some-college,10, Never-married,1, Tech-support, Own-child, White, Male,0,0,14, United-States, <=50K,35080
23, Private,368739, Bachelors,13, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,13468
63, Self-emp-not-inc,196994, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,15, United-States, <=50K,23084
63, Self-emp-not-inc,420629, Assoc-voc,11, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,45, United-States, <=50K,49170
62, Self-emp-inc,245491, Bachelors,13, Divorced,3, Sales, Not-in-family, White, Male,99999,0,40, United-States, >50K,356861
51, Self-emp-not-inc,276456, Assoc-acdm,12, Married-civ-spouse,2, Sales, Husband, White, Male,3103,0,30, United-States, >50K,144766
76, Local-gov,169133, Some-college,10, Widowed,7, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K,11964
50, Private,99307, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,5013,0,45, United-States, <=50K,44345
45, Self-emp-inc,120131, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K,94868
44, Self-emp-inc,456236, Some-college,10, Divorced,3, Sales, Own-child, White, Male,0,0,45, United-States, >50K,57502
51, Private,107123, 7th-8th,4, Married-civ-spouse,2, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K,43267
42, Local-gov,125461, Bachelors,13, Never-married,1, Exec-managerial, Own-child, White, Male,4650,0,35, United-States, <=50K,44068
43, Local-gov,36924, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,159055
53, Private,167065, 11th,7, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,41331
29, Private,53642, Assoc-voc,11, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,16465
41, Private,154668, Some-college,10, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,49731
44, Federal-gov,102238, HS-grad,9, Divorced,3, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K,18192
35, Private,54595, 10th,6, Widowed,7, Other-service, Not-in-family, Black, Female,0,1980,40, United-States, <=50K,16058
27, Private,152951, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,16444
35, Private,257042, Some-college,10, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K,38780
60, Private,74243, Assoc-voc,11, Widowed,7, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K,44972
49, Private,149049, Some-college,10, Divorced,3, Exec-managerial, Not-in-family, White, Male,14344,0,45, United-States, >50K,124913
33, Private,117186, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K,10437
35, Private,178322, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, >50K,83048
31, State-gov,286911, Some-college,10, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K,22543
54, Private,203635, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,7298,0,60, United-States, >50K,255202
57, Self-emp-not-inc,177271, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K,25534
30, Private,149427, 9th,5, Never-married,1, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K,38499
45, Private,101656, 10th,6, Never-married,1, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K,15036
41, Private,274363, Some-college,10, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,7298,0,42, United-States, >50K,372880
25, Private,241025, Bachelors,13, Never-married,1, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K,24868
51, Self-emp-inc,338836, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,296730
42, Private,210534, 5th-6th,3, Separated,5, Adm-clerical, Other-relative, White, Male,0,0,40, El-Salvador, <=50K,48165
28, Private,95725, Assoc-voc,11, Never-married,1, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K,28399
47, ?,178013, 10th,6, Married-civ-spouse,2, ?, Wife, White, Female,0,0,20, Cuba, <=50K,36560
53, Federal-gov,167410, Bachelors,13, Divorced,3, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,23819
31, Private,158162, Bachelors,13, Never-married,1, Exec-managerial, Not-in-family, White, Female,13550,0,50, United-States, >50K,77979
46, Private,241935, 11th,7, Married-civ-spouse,2, Other-service, Husband, Black, Male,7688,0,40, United-States, >50K,98196
25, Federal-gov,406955, HS-grad,9, Never-married,1, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K,10177
47, Private,341762, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,25690
26, Private,239303, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,50, ?, <=50K,38717
30, Private,38848, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,47678
48, Private,54744, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,24166
22, Private,332194, Some-college,10, Never-married,1, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K,12169
32, Self-emp-not-inc,154950, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K,37374
33, Self-emp-not-inc,196342, Doctorate,16, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K,169057
31, Private,201292, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,10910
43, Private,339767, Some-college,10, Married-civ-spouse,2, Other-service, Wife, White, Female,0,0,20, England, >50K,96403
26, Private,250066, Assoc-voc,11, Never-married,1, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,19595
34, Private,318886, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K,27494
50, Local-gov,124076, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,181706
30, State-gov,242122, HS-grad,9, Separated,5, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,27107
17, Private,34019, 11th,7, Never-married,1, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K,17131
35, Local-gov,230754, Masters,14, Never-married,1, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K,48532
29, Private,213842, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,12963
27, Federal-gov,196386, Assoc-acdm,12, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,4064,0,40, El-Salvador, <=50K,24650
32, Self-emp-not-inc,62165, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, Black, Male,0,0,40, ?, <=50K,10582
34, Private,134737, Bachelors,13, Never-married,1, Sales, Own-child, White, Male,0,0,40, United-States, >50K,232074
32, Private,515629, HS-grad,9, Separated,5, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K,41729
47, Federal-gov,119199, Some-college,10, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,44603
40, Private,90222, Some-college,10, Never-married,1, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,49527
26, Private,28443, Assoc-voc,11, Never-married,1, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,44026
30, Private,159442, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K,17919
54, Private,315804, HS-grad,9, Divorced,3, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,27290
53, Private,135840, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K,173674
38, Private,81232, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, ?, >50K,56245
43, Private,118001, 7th-8th,4, Separated,5, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K,26361
25, Private,207875, Some-college,10, Never-married,1, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K,27180
39, Private,164898, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,38063
57, Local-gov,170066, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,25, United-States, >50K,248643
47, Private,111994, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,34, United-States, <=50K,18158
45, Private,166636, HS-grad,9, Divorced,3, Other-service, Other-relative, Black, Female,0,0,35, United-States, <=50K,48079
24, State-gov,61737, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,47819
32, Self-emp-not-inc,241885, 10th,6, Divorced,3, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,13006
25, Private,234190, Some-college,10, Never-married,1, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K,27330
57, Private,230899, 5th-6th,3, Separated,5, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,26350
28, Private,114158, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,1977,24, United-States, >50K,359477
28, Private,222442, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,51, Cuba, <=50K,33350
27, Private,157612, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K,44992
28, Private,199903, Bachelors,13, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K,45510
74, ?,292627, 1st-4th,2, Married-civ-spouse,2, ?, Husband, Black, Male,0,0,40, United-States, <=50K,38173
44, Self-emp-not-inc,156687, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,42, Japan, <=50K,37854
27, Private,369522, HS-grad,9, Never-married,1, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K,28573
61, Private,226297, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,19303
25, Private,356017, 11th,7, Never-married,1, Other-service, Not-in-family, White, Male,0,0,99, United-States, <=50K,33516
28, Private,189257, 9th,5, Never-married,1, Handlers-cleaners, Own-child, Black, Female,0,0,24, United-States, <=50K,46967
20, Private,157541, Some-college,10, Never-married,1, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,49142
33, Private,69251, Assoc-voc,11, Never-married,1, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K,34798
38, State-gov,272944, HS-grad,9, Divorced,3, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,42428
31, Private,113667, HS-grad,9, Never-married,1, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K,10445
40, Private,222011, Masters,14, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K,345333
43, Private,191196, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K,136506
38, Private,169104, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K,271962
19, Private,146679, Some-college,10, Never-married,1, Exec-managerial, Own-child, Black, Male,0,0,30, United-States, <=50K,19765
56, Private,226985, Assoc-acdm,12, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,50, United-States, <=50K,21627
38, Private,153066, Masters,14, Divorced,3, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K,157389
30, ?,159303, Bachelors,13, Married-civ-spouse,2, ?, Wife, White, Female,0,0,4, United-States, <=50K,21861
22, Private,200109, HS-grad,9, Married-civ-spouse,2, Priv-house-serv, Wife, White, Female,4508,0,40, United-States, <=50K,38718
18, State-gov,109445, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K,46411
68, Private,99491, Some-college,10, Widowed,7, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K,26741
35, Private,172571, Assoc-voc,11, Divorced,3, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K,39793
42, Private,143582, 7th-8th,4, Married-civ-spouse,2, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,48, ?, <=50K,32889
32, Private,207113, 10th,6, Divorced,3, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K,14263
43, Federal-gov,192712, Some-college,10, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,241572
30, Private,154297, 10th,6, Never-married,1, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K,39805
62, Private,238913, Some-college,10, Married-civ-spouse,2, Tech-support, Husband, White, Male,2829,0,24, United-States, <=50K,49015
38, Private,110402, Assoc-voc,11, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,20757
27, Private,207213, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,38281
28, Private,606111, Doctorate,16, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,60, Germany, >50K,135591
26, Private,34112, Assoc-voc,11, Never-married,1, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,39521
21, Private,119156, Some-college,10, Never-married,1, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K,33980
19, Private,249787, HS-grad,9, Never-married,1, Other-service, Other-relative, Black, Male,0,0,40, United-States, <=50K,24762
20, Private,153516, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K,25241
25, State-gov,260754, Bachelors,13, Never-married,1, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K,11737
28, Self-emp-not-inc,155621, Some-college,10, Never-married,1, Craft-repair, Own-child, White, Male,0,0,50, Columbia, <=50K,11058
36, Private,33983, Assoc-voc,11, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, >50K,194951
23, Private,306601, Bachelors,13, Never-married,1, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K,46540
24, Private,270075, Bachelors,13, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,50, United-States, <=50K,40432
23, Private,109430, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,27889
24, Private,187115, Bachelors,13, Never-married,1, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K,28009
25, Self-emp-not-inc,463667, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K,21473
24, Private,52262, HS-grad,9, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,12352
30, Private,144064, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,62, United-States, <=50K,16474
26, Private,147821, Bachelors,13, Never-married,1, Sales, Own-child, White, Female,0,0,45, ?, <=50K,26353
62, ?,232719, Masters,14, Married-civ-spouse,2, ?, Husband, White, Male,0,0,50, United-States, <=50K,29271
36, Private,268620, Some-college,10, Married-civ-spouse,2, Exec-managerial, Wife, White, Female,0,0,33, United-States, <=50K,15710
45, Private,81132, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K,29842
31, Private,323069, Assoc-acdm,12, Divorced,3, Sales, Unmarried, White, Female,0,880,45, United-States, <=50K,42891
34, Private,242984, HS-grad,9, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K,17652
65, Self-emp-inc,172684, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,44, Mexico, >50K,79369
42, Private,103932, Assoc-voc,11, Divorced,3, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K,43836
27, State-gov,431637, Prof-school,15, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K,48398
40, Private,188942, Some-college,10, Married-civ-spouse,2, Sales, Wife, Black, Female,0,0,40, Puerto-Rico, <=50K,20001
53, Federal-gov,170354, Some-college,10, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,327137
54, Private,28518, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, >50K,303215
30, State-gov,193380, Bachelors,13, Never-married,1, Prof-specialty, Other-relative, White, Male,0,0,35, United-States, <=50K,45756
59, Private,175942, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K,182825
42, Self-emp-not-inc,53956, HS-grad,9, Divorced,3, Exec-managerial, Unmarried, White, Male,0,0,55, United-States, <=50K,17896
23, Private,120773, HS-grad,9, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31106
28, Private,96219, Bachelors,13, Married-civ-spouse,2, Other-service, Wife, White, Female,0,0,15, United-States, <=50K,32838
20, Private,104164, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,33702
22, Private,190429, Some-college,10, Never-married,1, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K,28882
73, ?,243030, Bachelors,13, Married-civ-spouse,2, ?, Husband, White, Male,0,0,30, United-States, <=50K,19080
47, Self-emp-not-inc,228660, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K,116642
44, Private,368757, Some-college,10, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,38228
40, Private,220563, 12th,8, Divorced,3, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,48568
37, Private,233571, Assoc-voc,11, Married-civ-spouse,2, Tech-support, Wife, White, Female,0,0,37, United-States, >50K,87308
39, Private,187847, HS-grad,9, Divorced,3, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K,47310
49, Private,84298, Some-college,10, Married-civ-spouse,2, Sales, Husband, White, Male,7688,0,40, United-States, >50K,335291
44, Self-emp-not-inc,254303, Some-college,10, Divorced,3, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K,35122
27, Private,109611, 9th,5, Married-civ-spouse,2, Machine-op-inspct, Wife, White, Female,0,0,37, Portugal, <=50K,19787
50, Private,189183, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,28250
39, Private,206951, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,105199
41, Private,282882, HS-grad,9, Never-married,1, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K,18978
55, Private,377061, Bachelors,13, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K,151163
53, Private,209906, 1st-4th,2, Married-civ-spouse,2, Other-service, Husband, Black, Male,0,0,35, Puerto-Rico, <=50K,43050
53, Local-gov,176059, Masters,14, Divorced,3, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K,44539
31, Private,279015, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,2415,70, Taiwan, >50K,169735
21, Private,347292, HS-grad,9, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,23373
30, Private,277314, HS-grad,9, Separated,5, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K,25356
74, ?,29887, HS-grad,9, Widowed,7, ?, Not-in-family, White, Female,0,0,10, United-States, <=50K,13996
53, Private,341439, Masters,14, Never-married,1, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K,310212
47, Private,209460, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,1485,47, United-States, <=50K,16472
60, Private,114263, Bachelors,13, Divorced,3, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, >50K,120404
59, Private,230899, 9th,5, Separated,5, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K,23193
37, Private,271767, Bachelors,13, Never-married,1, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K,177902
47, Federal-gov,20956, Bachelors,13, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K,32827
49, Private,39986, 9th,5, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,45000
73, Local-gov,45784, Some-college,10, Never-married,1, Prof-specialty, Other-relative, White, Female,0,0,11, United-States, <=50K,25292
58, Private,126991, HS-grad,9, Divorced,3, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K,16691
18, ?,234648, 11th,7, Never-married,1, ?, Own-child, Black, Male,0,0,15, United-States, <=50K,41143
